#     Step;    Sim. Time;   Iter;    t_Ener;    t_Grad;       Temp;       E_Kin;           E_Pot;           E_Tot;        Cons.Qty;   E.Drift
       263;         52.6;      4;      4.09;      0.76;      14.43;    0.000137;       -1.163164;       -1.163027;       -1.163027;      3.36
       264;         52.8;      4;      4.55;      0.76;      61.00;    0.000579;       -1.163608;       -1.163028;       -1.163028;      3.29
       265;         53.0;      4;      4.08;      0.74;     137.42;    0.001306;       -1.164336;       -1.163030;       -1.163030;      3.16
       266;         53.2;      5;      4.24;      0.77;     239.72;    0.002277;       -1.165311;       -1.163034;       -1.163034;      2.99
       267;         53.4;      5;      4.35;      0.77;     362.61;    0.003445;       -1.166482;       -1.163037;       -1.163037;      2.80
       268;         53.6;      6;      7.20;      0.76;     499.77;    0.004748;       -1.167790;       -1.163042;       -1.163042;      2.56
       269;         53.8;      6;      7.25;      0.76;     643.49;    0.006113;       -1.169162;       -1.163048;       -1.163048;      2.22
       270;         54.0;      6;      4.52;      0.76;     783.61;    0.007445;       -1.170501;       -1.163056;       -1.163056;      1.79
       271;         54.2;      6;      4.33;      0.78;     907.73;    0.008624;       -1.171689;       -1.163066;       -1.163066;      1.31
       272;         54.4;      7;      4.69;      0.75;    1002.25;    0.009522;       -1.172596;       -1.163075;       -1.163075;      0.83
       273;         54.6;      7;      6.83;      0.77;    1053.79;    0.010011;       -1.173094;       -1.163083;       -1.163083;      0.39
       274;         54.8;      7;      6.74;      0.76;    1050.90;    0.009984;       -1.173073;       -1.163089;       -1.163089;      0.07
       275;         55.0;      7;      4.69;      0.76;     986.47;    0.009372;       -1.172463;       -1.163091;       -1.163091;     -0.02
       276;         55.2;      7;      6.73;      0.78;     860.65;    0.008177;       -1.171263;       -1.163087;       -1.163087;      0.20
       277;         55.4;      7;      7.47;      3.73;     683.63;    0.006495;       -1.169570;       -1.163075;       -1.163075;      0.80
       278;         55.6;      7;      8.46;      0.76;     477.08;    0.004532;       -1.167589;       -1.163057;       -1.163057;      1.76
       279;         55.8;      6;      5.28;      0.75;     272.72;    0.002591;       -1.165626;       -1.163035;       -1.163035;      2.91
       280;         56.0;      6;      6.01;      0.96;     107.14;    0.001018;       -1.164033;       -1.163015;       -1.163015;      3.97
       281;         56.2;      4;      4.61;      0.76;      13.21;    0.000126;       -1.163128;       -1.163003;       -1.163003;      4.62
       282;         56.4;      3;      4.65;      0.76;      10.76;    0.000102;       -1.163105;       -1.163002;       -1.163002;      4.63
       283;         56.6;      4;      3.54;      0.76;     100.32;    0.000953;       -1.163967;       -1.163014;       -1.163014;      4.02
       284;         56.8;      6;      4.56;      0.76;     262.95;    0.002498;       -1.165532;       -1.163034;       -1.163034;      2.97
       285;         57.0;      6;      6.78;      0.80;     466.21;    0.004429;       -1.167485;       -1.163056;       -1.163056;      1.82
       286;         57.2;      7;      6.76;      0.77;     673.50;    0.006399;       -1.169473;       -1.163074;       -1.163074;      0.85
       287;         57.4;      7;      6.12;      0.77;     852.66;    0.008101;       -1.171187;       -1.163086;       -1.163086;      0.22
       288;         57.6;      7;      7.63;      0.76;     981.45;    0.009324;       -1.172415;       -1.163091;       -1.163091;     -0.02
       289;         57.8;      7;      4.76;      0.76;    1049.13;    0.009967;       -1.173056;       -1.163089;       -1.163089;      0.06
       290;         58.0;      7;      4.62;      0.77;    1055.06;    0.010023;       -1.173107;       -1.163083;       -1.163083;      0.37
       291;         58.2;      7;      6.12;      0.76;    1006.06;    0.009558;       -1.172633;       -1.163075;       -1.163075;      0.81
       292;         58.4;      7;      6.58;      0.77;     913.43;    0.008678;       -1.171744;       -1.163066;       -1.163066;      1.29
       293;         58.6;      6;      5.97;      0.76;     790.50;    0.007510;       -1.170567;       -1.163057;       -1.163057;      1.76
       294;         58.8;      6;      4.76;      0.76;     650.88;    0.006184;       -1.169232;       -1.163049;       -1.163049;      2.20
       295;         59.0;      6;      7.86;      0.76;     507.08;    0.004817;       -1.167860;       -1.163042;       -1.163042;      2.55
       296;         59.2;      6;      7.03;      0.76;     369.37;    0.003509;       -1.166547;       -1.163038;       -1.163038;      2.79
       297;         59.4;      5;      3.89;      0.77;     245.59;    0.002333;       -1.165367;       -1.163034;       -1.163034;      2.98
       298;         59.6;      5;      4.09;      0.77;     142.09;    0.001350;       -1.164380;       -1.163031;       -1.163031;      3.15
       299;         59.8;      4;      3.66;      0.78;      64.23;    0.000610;       -1.163638;       -1.163028;       -1.163028;      3.28
       300;         60.0;      4;      3.45;      0.82;      16.05;    0.000153;       -1.163179;       -1.163027;       -1.163027;      3.36
       301;         60.2;      4;      3.40;      0.76;       0.00;    0.000000;       -1.163026;       -1.163026;       -1.163026;      3.38
       302;         60.4;      4;      3.43;      0.78;      16.86;    0.000160;       -1.163187;       -1.163027;       -1.163027;      3.35
       303;         60.6;      4;      3.89;      0.80;      65.80;    0.000625;       -1.163653;       -1.163028;       -1.163028;      3.28
       304;         60.8;      4;      4.03;      0.76;     144.35;    0.001371;       -1.164402;       -1.163031;       -1.163031;      3.15
       305;         61.0;      5;      7.11;      0.77;     248.42;    0.002360;       -1.165394;       -1.163034;       -1.163034;      2.98
       306;         61.2;      6;      5.00;      0.78;     372.63;    0.003540;       -1.166578;       -1.163038;       -1.163038;      2.78
       307;         61.4;      6;      4.91;      0.76;     510.59;    0.004851;       -1.167893;       -1.163042;       -1.163042;      2.54
       308;         61.6;      6;      7.34;      0.79;     654.42;    0.006217;       -1.169266;       -1.163049;       -1.163049;      2.19
       309;         61.8;      6;      4.84;      0.77;     793.79;    0.007541;       -1.170598;       -1.163057;       -1.163057;      1.75
       310;         62.0;      6;      6.12;      0.74;     916.13;    0.008704;       -1.171770;       -1.163066;       -1.163066;      1.28
       311;         62.2;      7;      5.28;      0.76;    1007.84;    0.009575;       -1.172650;       -1.163075;       -1.163075;      0.79
       312;         62.4;      7;      4.85;      0.76;    1055.61;    0.010029;       -1.173112;       -1.163084;       -1.163084;      0.36
       313;         62.6;      7;      7.02;      0.76;    1048.21;    0.009958;       -1.173048;       -1.163089;       -1.163089;      0.06
       314;         62.8;      7;      6.96;      0.78;     978.99;    0.009301;       -1.172392;       -1.163091;       -1.163091;     -0.02
       315;         63.0;      7;      4.75;      0.74;     848.77;    0.008064;       -1.171150;       -1.163086;       -1.163086;      0.23
       316;         63.2;      7;      6.35;      0.76;     668.61;    0.006352;       -1.169426;       -1.163074;       -1.163074;      0.87
       317;         63.4;      7;      7.56;      0.77;     461.00;    0.004380;       -1.167435;       -1.163055;       -1.163055;      1.85
